Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m04
21469.562062175737	3	2	2	2
21479.742096344806	3	2	2	2
21489.992130748815	3	3	3	2
21500.212165052137	3	2	2	2
21500.452165857656	2	2	1	1
21510.65220009385	3	2	2	2
21520.852234330043	3	3	3	2
21531.052268566236	4	4	3	3
21541.172302533923	4	4	3	3
21551.352336702992	4	3	3	3
21551.59233750851	3	3	2	2
21561.792371744705	3	3	2	2
21571.972405913773	2	2	2	2
21582.212440284224	3	3	3	2
21592.422474553976	4	4	3	3
21602.602508723045	3	2	2	2
21602.842509528567	2	2	2	2
21613.08254389901	3	3	3	2
21623.282578135204	4	4	3	3
21633.45261227071	3	3	2	2
21643.63264643978	2	1	1	1
21653.832680675972	3	3	3	2
21654.072681481495	2	2	2	2
21664.272715717685	3	3	2	2
21674.452749886757	3	3	2	2
21684.652784122947	3	3	3	3
21694.862818392707	2	2	2	1
21704.98285236039	2	2	2	1
21705.222853165913	1	1	1	1
21715.41288736854	2	1	1	1
21725.602921571175	1	1	1	1
21735.822955874497	2	2	2	2
21746.06299024494	2	2	2	1
21756.2730245147	2	2	2	1
21756.503025286656	2	2	2	1
21766.713059556412	2	2	2	1
21776.96309396042	2	2	2	2
21787.153128163056	4	3	3	3
21797.36316243281	2	2	1	1
21807.563196669005	3	3	2	2
21807.793197440962	3	3	2	2
21817.993231677156	2	2	2	2
21828.173265846224	2	2	2	2
21838.403300183105	3	3	2	2
21848.533334184358	2	2	2	1
21858.6933682863	2	2	2	2
21858.933369091817	2	2	2	1
21869.033402992376	3	3	2	2
21879.24343726214	3	2	2	2
21889.393471330517	3	3	2	2
21899.61350563383	2	2	2	2
21909.803539836466	3	3	3	2
21910.043540641982	2	2	2	2
21920.263574945304	3	3	2	2
21930.4636091815	3	3	3	2
21940.653643384132	3	3	3	2
21950.84367758676	2	2	2	2
21961.073711923644	3	3	2	2
21961.313712729167	2	2	2	1
21971.51374696536	2	2	2	1
21981.6737810673	2	1	1	1
21991.91381543775	3	2	2	2
22002.08384957325	3	2	2	2
22012.273883775884	2	2	2	2
22012.5138845814	2	2	1	1
22022.69391875047	3	3	2	2
22032.873952919534	3	3	3	2
22043.093987222856	3	2	2	2
22053.334021593306	3	3	3	3
22063.51405576237	3	3	3	3
22063.75405656789	3	2	2	2
22073.94409077052	3	3	3	3
22084.094124838903	3	3	3	3
22094.2641589744	3	3	2	2
22104.40419300922	4	3	3	3
22114.584227178286	2	2	2	2
22114.824227983805	2	2	2	1
22125.00426215287	2	1	1	1
22135.204296389067	3	2	2	2
22145.384330558132	2	2	2	2
22155.624364928583	3	3	2	2
22165.824399164776	3	3	3	2
22166.06439997029	3	2	2	2
22176.254434172926	2	2	1	1
22186.514468610498	3	3	3	3
22196.724502880257	3	2	2	2
22206.9645372507	4	4	3	3
22217.154571453335	3	3	3	2
22217.394572258858	2	2	2	2
22227.62460659574	3	3	3	3
22237.81464079837	3	3	2	2
22248.03467510169	3	3	2	2
22258.25470940501	2	2	2	2
22268.41474350695	2	2	2	1
22268.654744312473	2	2	1	1
22278.83477848154	2	2	2	2
22289.074812851984	4	4	3	3
22299.26484705462	3	3	3	2
22309.434881190118	2	2	1	1
22319.694915627693	4	4	4	3
22319.934916433216	3	3	3	3
22330.10495056872	2	1	1	1
22340.314984838475	3	2	2	2
22350.535019141797	2	2	2	2
22360.745053411556	2	2	2	1
22370.985087782	2	2	2	1
22371.225088587522	2	2	1	1
22381.385122689462	3	3	3	2
22391.605156992784	3	3	3	3
22401.755191061162	3	3	3	3
22411.965225330918	2	2	1	1
22422.225259768493	3	3	3	3
22422.465260574012	3	2	2	2
22432.695294910893	4	3	3	3
22442.92532924778	3	3	3	2
22453.035363181905	3	3	3	3
22463.255397485224	3	3	3	2
22473.47543178854	3	2	2	2
22473.715432594065	2	2	2	2
22483.885466729567	3	2	2	2
22494.08550096576	3	3	3	3
22504.285535201954	4	4	3	3
22514.45556933746	3	3	3	2
22524.675603640782	2	2	2	2
22524.90560441274	2	2	2	2
22535.145638783182	3	2	2	2
22545.345673019376	3	3	2	2
22555.495707087757	2	2	2	2
22565.555740854063	2	2	2	2
22575.815775291634	4	4	3	3
22576.055776097157	3	3	3	3
22586.235810266226	3	3	2	2
22596.43584450242	3	3	3	3
22606.585878570797	3	3	3	3
22616.795912840553	2	2	2	1
22626.935946875365	3	2	2	2
22627.175947680887	2	2	2	1
22637.34598181639	2	2	2	1
22647.55601608615	3	3	3	3
22657.69605012096	4	4	3	3
22667.826084122215	3	3	3	3
22677.976118190592	4	3	3	3
22678.216118996108	3	3	3	2
22688.43615329943	3	2	2	2
22698.67618766988	4	3	3	3
22708.84622180538	3	2	2	2
22719.076256142267	2	2	1	1
22729.256290311336	2	1	1	1
22729.49629111685	1	1	1	1
22739.686325319486	2	2	2	2
22749.85635945499	2	2	2	1
22760.04639365762	3	3	3	2
22770.166427625307	3	3	3	2
22780.376461895066	3	3	3	2
22780.616462700582	2	2	2	2
22790.78649683609	2	2	2	1
22801.016531172972	2	2	2	2
22811.216565409166	3	3	3	2
22821.41659964536	3	3	2	2
22831.60663384799	2	2	1	1
22831.836634619944	2	2	1	1
22842.06666895683	3	3	3	3
22852.256703159463	3	3	2	2
22862.436737328528	3	3	3	2
22872.616771497596	3	3	2	2
22882.79680566666	3	2	2	2
22883.02680643862	3	2	2	2
22893.196840574125	3	2	2	2
22903.296874474687	3	3	2	2
22913.46690861019	3	3	3	2
22923.65694281282	3	2	2	2
22933.906977216833	3	3	3	2
22934.14697802235	2	2	2	2
22944.30701212429	2	1	1	1
22954.52704642761	3	3	2	2
22964.717080630242	2	2	2	2
22974.91711486644	3	3	3	3
22985.14714920332	3	3	3	2
22985.38715000884	2	2	2	2
22995.617184345727	2	2	2	2
23005.847218682607	2	2	2	2
23016.037252885235	2	2	2	1
23026.28728728925	3	3	3	2
23036.487321525445	3	3	3	3
23036.7173222974	3	3	3	3
23046.917356533595	2	2	2	1
23057.107390736226	3	3	3	2
23067.30742497242	3	2	2	2
23077.457459040797	2	2	2	1
23087.517492807103	2	2	2	1
23087.747493579063	2	2	2	1
23097.92752774813	3	2	2	2
23108.117561950756	2	2	2	2
23118.34759628764	3	3	2	2
23128.48763032246	3	3	3	3
23138.707664625774	3	3	3	2
23138.947665431297	3	2	2	2
23149.04769933186	3	3	3	2
23159.237733534486	4	3	3	3
23169.36776753574	3	3	3	3
23179.58780183906	3	3	3	3
23189.75783597456	2	2	2	2
23189.997836780083	2	2	1	1
23200.227871116967	3	2	2	2
23210.477905520976	4	3	3	3
23220.657939690045	3	2	2	2
23230.76797362417	3	3	2	2
23240.9580078268	4	3	3	3
23241.19800863232	3	3	3	3
23251.378042801385	3	3	3	3
23261.598077104707	3	3	2	2
23271.7981113409	3	3	3	3
23282.008145610656	3	3	2	2
23292.178179746163	3	2	2	2
23292.40818051812	3	2	2	2
23302.648214888566	3	3	3	2
23312.858249158322	2	2	2	2
23323.008283226703	3	3	3	2
23333.228317530025	3	3	3	2
23343.378351598396	4	3	3	3
23343.61835240392	3	3	3	2
23353.75838643873	4	4	3	3
23363.89842047355	4	4	4	3
23374.088454676177	4	4	3	3
23384.248488778117	4	3	3	3
23394.438522980752	3	3	3	2
23394.668523752705	3	3	3	2
23404.838557888208	3	3	3	3
23415.07859225866	3	3	3	3
23425.29862656198	2	2	1	1
23435.498660798174	3	3	3	3
23445.718695101496	4	3	3	3
23445.95869590701	3	3	3	3
23456.13873007608	3	2	2	2
23466.238763976642	2	2	2	2
23476.458798279964	3	3	2	2
23486.708832683973	3	3	3	2
23496.91886695373	2	2	2	2
23497.15886775925	2	1	1	1
23507.32890189475	2	2	2	2
23517.528936130948	3	2	2	2
23527.768970501395	2	2	2	2
23537.949004670463	2	2	2	2
23548.149038906657	3	3	2	2
23548.389039712172	2	2	2	2
23558.579073914807	3	2	2	2
23568.789108184563	3	3	3	3
23578.979142387197	3	3	3	3
23589.199176690516	2	2	2	1
23599.40921096027	3	3	3	2
23599.64921176579	3	2	2	2
23609.839245968422	3	3	2	2
23620.03928020462	3	3	3	2
23630.279314575066	3	3	2	2
23640.519348945512	3	3	3	2
23650.709383148143	4	4	4	3
23650.949383953663	4	3	3	3
23661.159418223422	3	3	2	2
23671.379452526737	4	4	3	3
23681.539486628684	3	3	3	2
23691.74952089844	2	1	1	1
23701.97955523532	3	3	2	2
23702.209556007278	3	3	2	2
23712.419590277037	2	2	2	1
23722.63962458036	3	3	2	2
23732.869658917243	4	3	3	3
23743.05969311987	3	3	2	2
23753.229727255377	3	3	3	2
23753.469728060893	3	3	2	2
23763.659762263527	3	3	3	2
23773.829796399034	2	2	2	2
23784.059830735914	3	3	2	2
23794.249864938545	3	3	3	2
23804.489899308992	4	4	3	3
23804.72990011451	3	3	3	3
23814.949934417833	3	2	2	2
23825.09996848621	3	3	3	3
23835.23000248746	3	3	3	2
23845.41003665653	2	2	2	2
23855.590070825594	2	2	2	2
23855.830071631117	2	2	2	1
23865.990105733057	3	3	2	2
23876.150139834997	3	3	3	3
23886.28017383625	3	3	3	2
23896.470208038878	3	3	2	2
23906.630242140818	4	3	3	3
23906.870242946337	3	3	3	2
23917.10027728322	3	3	2	2
23927.320311586544	2	2	2	2
23937.47034565492	2	2	2	2
23947.69037995824	3	3	3	2
23957.850414060184	3	3	2	2
23958.0904148657	3	2	2	2
23968.31044916902	3	3	2	2
23978.47048327096	2	2	2	2
23988.590517238652	3	3	3	2
23998.77055140772	3	3	3	2
24008.990585711035	3	3	2	2
24009.230586516558	2	2	2	1
24019.460620853442	3	3	3	3
24029.680655156764	3	2	2	2
24039.840689258705	2	2	2	2
24049.98072329352	2	2	2	2
24060.18075752971	4	3	3	3
24060.420758335233	3	3	2	2
24070.59079247074	3	2	2	2
24080.830826841182	3	3	3	3
24091.06086117807	3	3	2	2
24101.190895179316	3	3	3	2
24111.330929214135	2	2	2	2
24111.560929986088	2	2	2	2
24121.75096418872	4	3	3	3
24131.87099815641	4	3	3	3
24142.051032325475	3	3	3	2
24152.191066360287	2	2	2	2
24162.331100395102	3	3	3	2
24162.57110120062	3	3	2	2
24172.791135503943	3	3	2	2
24183.041169907952	3	3	3	3
24193.181203942768	3	3	2	2
24203.41123827965	3	3	2	2
24213.62127254941	3	3	3	3
24213.861273354927	3	2	2	2
24224.031307490433	3	3	3	3
24234.18134155881	4	3	3	3
24244.391375828567	3	2	2	2
24254.601410098323	3	2	2	2
24264.701443998885	2	2	2	1
24264.931444770842	2	2	2	1
24275.051478738525	2	2	1	1
24285.251512974723	3	3	2	2
24295.461547244482	3	3	2	2
24305.6815815478	3	2	2	2
24315.851615683303	2	2	2	1
24316.08161645526	2	2	2	1
24326.29165072502	3	2	2	2
24336.511685028338	2	2	2	2
24346.651719063157	2	2	2	1
24356.83175323222	2	2	1	1
24367.051787535544	2	2	2	2
24367.291788341063	2	2	2	1
24377.451822443	2	2	2	2
24387.681856779884	3	3	3	2
24397.881891016077	4	4	3	3
24408.051925151583	3	3	2	2
24418.281959488468	4	3	3	3
24418.52196029399	3	3	2	2
24428.681994395927	3	3	3	2
24438.842028497867	3	3	2	2
24449.032062700502	2	2	1	1
24459.242096970258	3	2	2	2
24469.34213087082	2	2	2	1
24469.58213167634	2	1	1	1
24479.72216571115	2	1	1	1
24489.882199813095	2	2	2	2
24500.052233948598	3	3	3	3
24510.2222680841	2	2	2	2
24520.41230228673	3	2	2	2
24520.65230309225	2	2	2	2
24530.802337160632	3	2	2	2
24541.012371430388	3	2	2	2
24551.202405633016	2	2	2	2
24561.372439768522	3	3	2	2
24571.592474071844	3	2	2	2
24571.822474843797	3	2	2	2
24582.022509079994	3	3	3	3
24592.20254324906	2	2	2	2
24602.432577585943	3	3	3	2
24612.572611620755	2	2	2	1
24622.70264562201	2	2	1	1
24622.93264639396	2	2	1	1
24633.11268056303	3	2	2	2
24643.332714866352	2	2	2	2
24653.532749102545	4	4	3	3
24663.672783137357	3	3	3	2
24673.902817474245	2	2	2	2
24674.132818246202	2	2	2	2
24684.28285231458	2	2	2	1
24694.452886450083	2	2	2	2
24704.62292058559	2	2	1	1
24714.812954788216	3	2	2	2
24725.01298902441	3	2	2	2
24725.252989829933	2	2	2	1
24735.44302403256	3	2	2	2
24745.68305840301	3	3	3	3
24755.883092639204	3	3	3	3
24765.9731265062	3	3	3	3
24776.203160843084	3	3	3	2
24776.443161648607	3	2	2	2
24786.623195817672	3	3	2	2
24796.853230154557	4	4	3	3
24807.013264256497	3	3	3	3
24817.15329829131	4	4	3	3
24827.323332426815	3	2	2	2
24827.55333319877	3	2	2	2
24837.71336730071	3	3	3	2
24847.93340160403	2	2	2	2
24858.05343557172	2	2	2	2
24868.303469975734	4	4	3	3
24878.4835041448	3	2	2	2
24878.723504950318	2	2	2	1
24888.91353915295	2	1	1	1
24899.08357328845	2	2	2	1
24909.33360769246	3	3	3	2
24919.54364196222	3	3	2	2
24929.70367606416	3	2	2	2
24929.933676836117	3	2	2	2
24940.113711005182	3	3	3	2
24950.243745006435	3	2	2	2
24960.483779376886	3	3	2	2
24970.63381344526	3	2	2	2
24980.863847782144	3	3	3	3
24981.103848587663	3	2	2	2
24991.323882890985	3	3	2	2
25001.463916925797	3	3	3	3
25011.66395116199	4	3	3	3
25021.883985465312	3	3	3	2
25032.13401986932	4	3	3	3
25032.374020674844	3	3	3	2
25042.544054810347	2	2	2	1
25052.714088945853	3	3	3	3
25062.92412321561	4	4	4	3
25073.084157317553	4	3	3	3
25083.284191553743	4	3	3	3
25083.524192359266	3	3	3	3
25093.72422659546	2	2	1	1
25104.004261100155	4	4	4	3
25114.224295403477	3	3	3	2
25124.424329639674	4	3	3	3
25134.60436380874	3	3	3	3
25134.834364580696	3	3	3	3
25144.964398581946	3	3	3	2
25155.024432348255	3	3	3	2
25165.184466450195	3	3	3	2
25175.37450065283	3	3	2	2
25185.594534956144	3	3	3	3
25185.834535761667	3	3	3	2
25196.024569964295	3	3	2	2
25206.244604267617	3	3	3	3
25216.414638403123	3	2	2	2
25226.62467267288	2	1	1	1
25236.884707110454	3	3	2	2
25237.124707915973	3	2	2	2
25247.334742185732	3	3	3	2
25257.474776220544	3	3	3	3
25267.694810523866	3	3	3	2
25277.84484459224	3	3	3	2
25287.934878459244	3	3	3	2
25288.17487926476	3	2	2	2
25298.324913333137	3	3	2	2
25308.464947367953	3	3	3	2
25318.644981537018	3	2	2	2
25328.78501557183	2	2	1	1
25339.055050042967	4	3	3	3
25339.29505084849	3	3	2	2
25349.465084983996	3	2	2	2
25359.685119287315	2	2	2	2
25369.885153523508	2	2	2	2
25380.0851877597	3	3	2	2
25390.305222063023	3	3	2	2
25390.545222868546	3	2	2	2
25400.74525710474	3	3	3	2
25410.915291240242	2	2	2	1
25421.125325510002	2	2	2	2
25431.31535971263	2	2	2	1
25441.435393680316	2	2	2	1
25441.675394485836	2	2	1	1
25451.855428654904	2	2	2	2
25462.08546299179	2	2	2	1
25472.205496959476	2	2	2	1
25482.45553136349	3	3	3	2
25492.635565532553	3	3	3	3
25492.875566338073	3	2	2	2
25503.10560067496	3	3	3	3
25513.23563467621	3	3	2	2
25523.475669046653	3	3	2	2
25533.625703115034	2	2	2	2
25543.83573738479	3	3	2	2
25544.07573819031	3	2	2	2
25554.205772191563	3	3	2	2
25564.405806427756	3	3	3	2
25574.6458407982	3	3	2	2
25584.855875067962	3	3	3	2
25595.095909438405	4	3	3	3
25595.325910210362	4	3	3	3
25605.445944178053	3	3	3	3
25615.625978347118	3	3	3	3
25625.806012516186	2	2	1	1
25636.056046920196	2	2	2	2
25646.276081223517	4	3	3	3
25646.516082029033	3	3	2	2
25656.756116399483	3	3	3	3
25666.966150669243	3	2	2	2
25677.14618483831	3	3	2	2
25687.33621904094	3	3	3	2
25697.526253243574	3	2	2	2
25697.756254015527	3	2	2	2
25707.956288251724	3	3	3	2
25718.13632242079	3	2	2	2
25728.366356757673	3	3	2	2
25738.526390859613	3	2	2	2
25748.73642512937	3	3	2	2
25748.97642593489	2	2	2	2
25759.12646000327	3	3	3	3
25769.326494239463	4	4	3	3
25779.496528374963	3	3	2	2
25789.746562778975	4	3	3	3
25799.846596679537	3	3	3	2
25800.086597485053	2	2	2	2
25810.26663165412	3	3	2	2
25820.466665890315	3	3	3	3
25830.65670009295	3	3	3	2
25840.81673419489	4	3	3	3
25851.036768498212	3	3	2	2
25851.276769303728	3	2	2	2
25861.466803506362	3	3	3	3
25871.636837641865	2	2	2	2
25881.816871810934	3	3	2	2
25891.976905912874	4	4	3	3
25902.18694018263	2	2	2	1
25902.416940954587	2	2	2	1
25912.646975291467	3	3	2	2
25922.887009661918	3	2	2	2
25933.127044032364	3	3	3	3
25943.33707830212	2	2	2	2
25953.57711267257	3	3	3	2
25953.817113478086	2	2	2	2
25964.02714774785	3	2	2	2
25974.24718205117	3	3	2	2
25984.487216421614	4	3	3	3
25994.677250624245	3	3	2	2
26004.877284860442	3	3	3	2
26005.117285665958	2	2	2	2
26015.347320002842	3	3	3	2
26025.49735407122	3	2	2	2
26035.68738827385	2	2	2	2
26045.887422510048	3	3	2	2
26056.08745674624	3	3	3	3
26056.327457551757	3	3	2	2
26066.507491720826	2	2	2	2
26076.717525990585	2	2	2	1
26086.95756036103	3	3	3	3
26097.187594697913	3	3	3	2
26107.377628900547	3	3	2	2
26107.617629706063	2	2	2	2
26117.807663908698	4	3	3	3
26128.00769814489	4	4	3	3
26138.19773234752	3	2	2	2
26148.377766516587	2	2	2	2
26158.587800786347	2	2	1	1
26158.827801591862	2	1	1	1
26169.067835962313	3	2	2	2
26179.31787036632	3	3	3	2
26189.507904568956	2	2	2	2
26199.737938905837	2	2	2	2
26209.96797324272	3	3	2	2
26210.207974048244	2	2	2	1
26220.418008318	3	3	2	2
26230.63804262132	2	1	1	1
26240.87807699177	3	3	2	2
26251.088111261524	4	4	3	3
26261.25814539703	3	3	2	2
26261.49814620255	2	2	2	1
26271.6281802038	3	3	2	2
26281.828214439993	3	3	2	2
26291.918248306993	3	3	2	2
26302.00828217399	3	3	2	2
26312.258316577998	3	3	2	2
26312.488317349955	3	3	2	2
26322.718351686843	3	2	2	2
26332.918385923032	3	3	3	3
26343.138420226354	3	3	3	2
26353.248454160475	3	3	3	3
26363.41848829598	3	2	2	2
26363.6584891015	2	2	2	1
26373.86852337126	3	3	2	2
26384.018557439635	3	3	2	2
26394.15859147445	3	3	3	2
26404.33862564352	3	3	2	2
26414.538659879712	4	3	3	3
26414.77866068523	3	3	2	2
26424.92869475361	3	3	3	3
26435.14872905693	3	3	3	3
26445.33876325956	4	4	3	3
26455.538797495752	4	4	4	3
26465.748831765515	3	2	2	2
26465.98883257103	2	2	2	2
26476.178866773666	3	2	2	2
26486.328900842036	3	2	2	2
26496.5389351118	3	2	2	2
26506.688969180173	3	3	3	3
26516.92900355062	3	2	2	2
26517.169004356143	2	2	1	1
26527.399038693027	4	4	3	3
26537.579072862092	2	2	2	1
26547.72910693047	3	2	2	2
26557.939141200226	3	3	3	2
26568.089175268608	3	3	3	3
26568.329176074123	3	3	2	2
26578.539210343883	3	3	3	2
26588.699244445823	4	4	3	3
26598.919278749145	4	3	3	3
26609.1293130189	2	2	2	2
26619.349347322222	3	3	2	2
26619.589348127738	3	2	2	2
26629.819382464626	3	3	3	2
26640.02941673438	2	2	2	1
26650.129450634944	2	1	1	1
26660.349484938262	2	2	2	2
26670.509519040206	2	2	2	1
26670.739519812163	2	2	2	1
26680.869553813416	2	2	2	2
26691.10958818386	3	3	3	3
26701.349622554306	3	3	3	2
26711.499656622687	3	3	2	2
26721.659690724628	3	2	2	2
26721.88969149658	3	2	2	2
26732.079725699212	3	3	2	2
26742.20975970046	2	2	2	1
26752.35979376884	3	3	2	2
26762.559828005036	3	3	2	2
26772.749862207664	3	3	2	2
26772.989863013187	3	2	2	2
26783.229897383633	3	3	2	2
26793.409931552702	2	2	2	1
26803.559965621076	2	2	2	1
26813.709999689454	2	2	2	2
26823.910033925647	3	2	2	2
26824.15003473117	2	2	2	2
26834.360069000926	4	3	3	3
26844.530103136432	3	3	2	2
26854.72013733906	3	3	3	2
26864.920171575253	4	3	3	3
26875.140205878575	3	3	3	2
26875.380206684094	2	2	2	2
26885.590240953854	3	3	2	2
26895.840275357863	4	4	4	3
26906.05030962762	3	3	3	3
26916.27034393094	3	2	2	2
26926.460378133568	3	3	3	3
26926.70037893909	3	2	2	2
26936.86041304103	2	2	2	2
26947.11044744504	4	3	3	3
26957.310481681234	3	3	3	3
26967.490515850302	4	3	3	3
26977.710550153624	3	3	3	2
26977.950550959147	3	2	2	2
26988.06058489327	3	2	2	2
26998.290619230153	2	2	2	2
27008.550653667724	4	4	3	3
27018.780688004612	3	3	3	3
27028.920722039424	2	2	2	2
27029.15072281138	2	2	2	2
27039.290756846192	2	2	2	2
27049.500791115952	2	2	2	2
27059.60082501651	2	2	2	1
27069.78085918558	3	3	2	2
27079.97089338821	2	2	2	1
27080.21089419373	2	2	1	1
27090.42092846349	2	2	2	2
27100.660962833932	3	2	2	2
27110.86099707013	3	3	2	2
27121.031031205635	2	2	1	1
27131.2110653747	3	3	3	3
27131.451066180223	3	3	3	2
27141.591100215035	3	3	2	2
27151.731134249847	3	3	2	2
27161.891168351787	3	3	3	2
27172.11120265511	3	3	2	2
27182.301236857744	3	2	2	2
27182.54123766326	2	2	2	2
27192.731271865894	3	3	3	2
27202.901306001393	3	3	3	3
27213.08134017046	2	2	2	2
27223.29137444022	3	3	3	3
27233.51140874354	3	3	2	2
27233.75140954906	2	2	2	1
27243.97144385238	3	3	2	2
27254.201478189265	3	2	2	2
27264.31151212339	3	3	3	2
27274.551546493836	3	3	3	2
27284.651580394395	3	3	2	2
27284.891581199918	3	2	2	2
27295.06161533542	3	2	2	2
27305.161649235983	2	2	2	1
27315.33168337149	2	2	2	2
27325.581717775498	3	3	3	2
27335.731751843872	3	3	3	2
27335.971752649395	3	3	2	2
27346.131786751335	2	2	2	2
27356.291820853276	3	2	2	2
27366.421854854525	2	2	2	1
27376.671889258534	3	3	3	3
27386.881923528297	3	3	3	3
27387.121924333813	3	2	2	2
27397.321958570006	2	2	2	1
27407.501992739075	2	2	2	1
27417.74202710952	4	4	3	3
27427.872061110775	4	3	3	3
27438.042095246277	3	2	2	2
27438.282096051797	2	2	1	1
27448.472130254428	2	2	2	2
27458.702164591312	3	3	3	3
27468.88219876038	4	3	3	3
27479.1022330637	3	3	3	3
27489.252267132077	3	3	3	2
27489.4922679376	3	2	2	2
27499.682302140227	4	3	3	3
27509.912336477108	3	2	2	2
27520.152370847558	4	4	3	3
27530.29240488237	4	4	3	3
27540.51243918569	2	1	1	1
27540.74243995765	2	1	1	1
27550.952474227408	2	2	2	2
27561.20250863142	4	4	4	4
27571.382542800486	3	3	3	2
27581.61257713737	3	3	3	3
27591.75261117218	4	4	3	3
27591.992611977705	4	3	3	3
27602.17264614677	3	3	3	3
27612.402680483654	3	3	2	2
27622.622714786976	3	3	3	2
27632.812748989607	3	3	2	2
27642.912782890166	2	2	2	2
27643.15278369569	2	2	2	1
27653.272817663375	2	2	1	1
27663.502852000256	3	3	3	2
27673.742886370706	4	4	3	3
27683.92292053977	3	2	2	2
27694.112954742406	3	3	3	2
27694.35295554792	3	2	2	2
27704.522989683428	2	2	2	2
27714.673023751802	2	2	2	2
27724.82305782018	3	2	2	2
27735.00309198925	3	3	2	2
27745.19312619188	2	2	2	1
27745.423126963837	2	2	2	1
27755.603161132905	2	2	2	2
27765.793195335533	3	3	3	2
27776.013229638855	2	2	2	2
27786.24326397574	2	2	2	2
27796.463298279057	3	3	2	2
27796.70329908458	3	2	2	2
27806.833333085833	3	3	3	3
27817.0133672549	3	3	2	2
27827.163401323272	3	3	2	2
27837.403435693723	3	3	3	2
27847.633470030603	4	3	3	3
27847.873470836126	3	3	3	2
27858.053505005195	3	3	2	2
27868.14353887219	3	3	2	2
27878.313573007697	3	3	3	2
27888.493607176762	3	3	3	2
27898.663641312265	2	2	2	1
27898.903642117788	2	2	1	1
27909.06367621973	2	2	2	2
27919.26371045592	3	3	2	2
27929.433744591428	4	3	3	3
27939.59377869337	3	3	3	2
27949.783812895996	3	2	2	2
27950.02381370152	2	2	1	1
27960.28384813909	3	3	3	2
27970.383882039652	3	3	2	2
27980.613916376537	3	3	3	3
27990.73395034422	3	3	3	3
28000.883984412598	3	3	3	3
28001.12398521812	3	2	2	2
28011.344019521443	3	3	3	3
28021.5540537912	2	2	2	2
28031.734087960263	3	3	3	3
28041.93412219646	3	3	3	2
28052.16415653334	4	4	3	3
28052.404157338864	3	3	3	3
28062.574191474367	3	3	3	3
28072.75422564343	3	3	3	2
28082.98425998032	3	3	2	2
28093.174294182947	2	2	2	2
28103.414328553397	4	4	3	3
28103.654329358913	3	3	3	3
28113.844363561548	2	2	2	1
28124.01439769705	3	2	2	2
28134.234432000372	2	2	2	1
28144.344465934493	2	2	2	2
28154.574500271377	3	2	2	2
28154.8145010769	2	2	2	2
28164.97453517884	1	1	1	1
28175.16456938147	2	2	2	2
28185.394603718356	3	2	2	2
28195.584637920983	3	3	2	2
28205.804672224305	3	3	2	2
28206.044673029828	3	2	2	2
28216.20470713177	2	1	1	1
28226.43474146865	2	2	2	1
28236.634775704842	3	3	3	3
28246.774809739658	3	2	2	2
28256.99484404298	2	2	2	2
28257.2348448485	2	2	1	1
28267.434879084696	3	2	2	2
28277.664913421577	4	4	3	3
28287.89494775846	3	2	2	2
28298.084981961092	3	3	3	2
28308.275016163723	3	3	2	2
28308.515016969242	2	2	2	2
28318.665051037617	2	2	2	2
28328.895085374505	3	3	2	2
28339.13511974495	3	3	3	3
28349.315153914016	4	3	3	3
28359.47518801596	4	4	3	3
28359.71518882148	3	3	3	2
28369.9352231248	3	3	2	2
28380.155257428123	3	2	2	2
28390.34529163075	2	2	2	1
28400.545325866944	3	2	2	2
28410.785360237394	3	3	3	3
28411.02536104291	3	3	3	2
28421.215395245545	4	4	3	3
28431.45542961599	3	3	3	2
28441.515463382297	3	3	3	2
28451.755497752743	3	3	3	2
28461.935531921812	3	3	3	2
28462.175532727335	3	2	2	2
28472.39556703065	3	2	2	2
28482.61560133397	2	2	2	1
28492.85563570442	3	3	2	2
28503.055669940615	4	3	3	3
28513.235704109684	4	3	3	3
28513.465704881637	4	3	3	3
28523.59573888289	3	2	2	2
28533.805773152646	4	4	3	3
28544.025807455968	2	2	2	2
28554.215841658595	4	3	3	3
28564.40587586123	3	3	2	2
28564.64587666675	2	2	2	1
28574.765910634436	2	2	1	1
28585.005945004887	3	3	2	2
28595.18597917395	3	3	3	2
28605.36601334302	2	2	2	2
28615.546047512085	3	3	2	2
28615.776048284042	3	3	2	2
28625.95608245311	2	2	2	2
28636.166116722867	3	2	2	2
28646.36615095906	2	2	2	2
28656.536185094566	2	2	1	1
28666.766219431447	2	2	2	2
28667.00622023697	2	2	1	1
28677.16625433891	3	3	3	2
28687.376288608666	4	3	3	3
28697.506322609916	3	3	3	2
28707.746356980366	3	2	2	2
28717.846390880924	2	2	1	1
28718.07639165288	2	2	1	1
28728.266425855512	3	3	3	3
28738.486460158834	2	2	2	2
28748.686494395028	2	1	1	1
28758.796528329152	2	2	1	1
28768.996562565342	3	2	2	2
28769.226563337303	3	2	2	2
28779.40659750637	3	3	3	2
28789.596631709	3	3	2	2
28799.806665978755	3	3	2	2
28809.97670011426	2	2	2	1
28820.1367342162	3	2	2	2
28820.376735021724	2	2	2	2
